42.2932328400000	-71.2642964400000 1
42.2932710600000	-71.2643532200000
-0.656382719999999	-71.2643299000000
42.2933787400000	-71.2642478600000 
42.2934429800000	-71.2642679800000 5
42.2934800600000	-71.2642522000000
42.2935295400000	-71.2641943600000
42.2942526800000	-71.2641697600000
42.2937123200000	-71.2641531000000
42.2937285000000	-71.2640614000000 10
42.2937269600000	-71.2639540600000
42.2936952400000	-71.2638323200000
42.2936629400000	-71.2637950400000
42.2936955200000	-71.2636866400000
42.2936898200000	-71.2636044600000 15
-0.656001160000004	-71.2636143000000
42.2936226800000	-71.2635010400000
42.2935795000000	-71.2634381000000
42.2935194800000	-71.2635934800000
42.2934589600000	-71.2635159000000 20
42.2934007600000	-71.2636111400000
42.2933149600000	-71.2636779000000
42.2932867600000	-71.2637616000000
42.2932547600000	-71.2638622600000
42.2932203400000	-71.2639164800000 25
42.2932244400000	-71.2640072200000
42.2931705200000	-71.2640813200000
42.2930902800000	-71.2641675600000
42.2930870400000	-71.2642172000000
42.2931657800000	-71.2642552400000 30
